t,x,y,z,vx,vy,vz,roll,pitch,yaw,wx,wy,wz,rpm0,rpm1,rpm2,rpm3
3.395833333333333037e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.416666666666666519e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
3.437500000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.458333333333333037e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
3.479166666666666519e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.500000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
3.520833333333333037e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.541666666666666519e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
3.562500000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.583333333333333037e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
3.604166666666666519e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.975692797863919270e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.492503921263629546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518875216388537774e+04,1.518875216388538138e+04,1.518875216388538138e+04,1.518875216388538138e+04
3.625000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,9.991484405809418490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.087471471142605645e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04,1.519700622699515407e+04
