t,x,y,z,vx,vy,vz,roll,pitch,yaw,wx,wy,wz,rpm0,rpm1,rpm2,rpm3
3.354166666666666519e+00,5.721371966794526485e-17,1.440879350458216685e-16,8.734093059974303852e-01,-3.295023338704518162e-16,1.612346575765109250e-17,1.060811664458037179e-01,1.199229920047032470e-17,3.262652280253971607e-17,1.508661925527238828e-16,-2.898461934137996911e-15,1.159442064715445235e-15,1.457179487143573945e-15,1.442387612741976591e+04,1.442387612741976591e+04,1.442387612741976773e+04,1.442387612741976773e+04
3.375000000000000000e+00,5.042746543612282467e-17,1.444262627995900392e-16,8.756039790588888705e-01,-3.215075728953579709e-16,1.800265860360880021e-17,1.046075672716734323e-01,-3.631414963772043973e-17,4.470370040235094007e-17,1.855610016204709907e-16,-1.738960454783646690e-15,-2.971476277781568318e-20,1.873521418783539272e-15,1.442445520646008663e+04,1.442445520646008663e+04,1.442445520646008481e+04,1.442445520646008663e+04
3.395833333333333037e+00,4.382247859998882362e-17,1.448921646204540987e-16,8.777681284960240360e-01,-3.127280382602464192e-16,2.742959714391286324e-17,1.031508955131015814e-01,-5.442569435912264841e-17,3.866425177588933493e-17,2.137498069754160103e-16,2.472109728584845758e-19,-5.797557032203242383e-16,8.326058068443233688e-16,1.442503158044425254e+04,1.442503158044424890e+04,1.442503158044424890e+04,1.442503158044424708e+04
3.416666666666666519e+00,3.738151154236104865e-17,1.455772314481219199e-16,8.799021059565428349e-01,-3.061538383420284582e-16,3.817978593313888750e-17,1.017110545826241941e-01,-4.838171460031064547e-17,2.054728152413411840e-17,2.354327360560321808e-16,5.799731957158928017e-16,-1.159471790819147009e-15,1.248954620305580524e-15,1.442560513124283898e+04,1.442560513124283898e+04,1.442560513124283716e+04,1.442560513124283898e+04
3.437500000000000000e+00,3.104123415492598909e-17,1.464684368737519008e-16,8.820062610468554221e-01,-3.026383010054518210e-16,4.697456559780243606e-17,1.002879451023441087e-01,-3.893228456683383926e-17,1.837322518395780435e-17,2.245017169441996044e-16,2.373016702058148214e-19,5.797259781317838977e-16,-2.498281028442813277e-15,1.442617574652139592e+04,1.442617574652139047e+04,1.442617574652139956e+04,1.442617574652138865e+04
3.458333333333333037e+00,2.478126768529733655e-17,1.475293802343191672e-16,8.840809412755256114e-01,-2.979262661161966409e-16,5.487583048517685999e-17,9.888146505603888359e-02,-3.892734082425425581e-17,3.045074659413320074e-17,1.702859470927538039e-16,2.372976174458119605e-19,5.797160772732364081e-16,-2.706432495043491110e-15,1.442674331955038724e+04,1.442674331955038542e+04,1.442674331955038542e+04,1.442674331955038542e+04
3.479166666666666519e+00,1.864643903217638587e-17,1.487520690232632896e-16,8.861264919998355083e-01,-2.904681498278948103e-16,6.218833129106436199e-17,9.749150993603783455e-02,-2.684473801772637023e-17,4.856689131237360942e-17,1.702841617551799350e-16,1.159689271494815931e-15,1.159432165548811313e-15,2.706251162702425193e-15,1.442730774902085068e+04,1.442730774902086341e+04,1.442730774902085068e+04,1.442730774902086159e+04
3.500000000000000000e+00,1.270141936025103941e-17,1.500935894350827368e-16,8.881432563753581810e-01,-2.804106575355797319e-16,6.596981222624242525e-17,9.611797288503318160e-02,-8.723580746466729079e-18,3.648854438454753974e-17,2.266640837000909630e-16,5.799434767596987864e-16,-2.318943569620470654e-15,2.706221344063792280e-15,1.442786893886558937e+04,1.442786893886558573e+04,1.442786893886558573e+04,1.442786893886558937e+04
3.520833333333333037e+00,6.913629137908501325e-18,1.514874229125493234e-16,8.901315753084328986e-01,-2.766295620401612938e-16,6.823035356918389696e-17,9.476074483298284334e-02,-2.683567602452000541e-17,-5.783537864353416782e-18,2.353356107514069192e-16,-2.318696372638554594e-15,-1.739177976543965625e-15,-1.873746336415681099e-15,1.442842679808557114e+04,1.442842679808556204e+04,1.442842679808557477e+04,1.442842679808556386e+04
3.541666666666666519e+00,1.124204211578938873e-18,1.529887270560254384e-16,8.920917874114430157e-01,-2.798614544216389952e-16,7.730713742082685347e-17,9.341971462925915959e-02,-6.910260838027447926e-17,-2.389961425039810965e-17,2.028050493041486205e-16,-1.738930783783807516e-15,2.969292748814081809e-20,-1.249188709468171007e-15,1.442898124058166286e+04,1.442898124058166650e+04,1.442898124058166468e+04,1.442898124058166286e+04
